gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,tic,cusip,conm,acctchgq,acctstdq,adrrq,ajexq,ajpq,bsprq,compstq,curcdq,curncdq,currtrq,curuscnq,datacqtr,datafqtr,finalq,ogmq,rp,scfq,srcq,staltq,updq,apdedateq,fdateq,pdateq,rdq,acchgq,acomincq,acoq,actq,altoq,ancq,anoq,aociderglq,aociotherq,aocipenq,aocisecglq,aol2q,aoq,apq,aqaq,aqdq,aqepsq,aqpl1q,aqpq,arcedq,arceepsq,arceq,atq,aul3q,billexceq,capr1q,capr2q,capr3q,capsftq,capsq,ceiexbillq,ceqq,cheq,chq,cibegniq,cicurrq,ciderglq,cimiiq,ciotherq,cipenq,ciq,cisecglq,citotalq,cogsq,csh12q,cshfd12,cshfdq,cshiq,cshopq,cshoq,cshprq,cstkcvq,cstkeq,cstkq,dcomq,dd1q,deracq,deraltq,derhedglq,derlcq,derlltq,diladq,dilavq,dlcq,dlttq,doq,dpacreq,dpactq,dpq,dpretq,drcq,drltq,dteaq,dtedq,dteepsq,dtepq,dvintfq,dvpq,epsf12,epsfi12,epsfiq,epsfxq,epspi12,epspiq,epspxq,epsx12,esopctq,esopnrq,esoprq,esoptq,esubq,fcaq,ffoq,finacoq,finaoq,finchq,findlcq,findltq,finivstq,finlcoq,finltoq,finnpq,finreccq,finrecltq,finrevq,finxintq,finxoprq,gdwlamq,gdwlia12,gdwliaq,gdwlid12,gdwlidq,gdwlieps12,gdwliepsq,gdwlipq,gdwlq,glaq,glcea12,glceaq,glced12,glcedq,glceeps12,glceepsq,glcepq,gldq,glepsq,glivq,glpq,hedgeglq,ibadj12,ibadjq,ibcomq,ibmiiq,ibq,icaptq,intaccq,intanoq,intanq,invfgq,invoq,invrmq,invtq,invwipq,ivaeqq,ivaoq,ivltq,ivstq,lcoq,lctq,lltq,lnoq,lol2q,loq,loxdrq,lqpl1q,lseq,ltmibq,ltq,lul3q,mibnq,mibq,mibtq,miiq,msaq,ncoq,niitq,nimq,niq,nopiq,npatq,npq,nrtxtdq,nrtxtepsq,nrtxtq,obkq,oepf12,oeps12,oepsxq,oiadpq,oibdpq,opepsq,optdrq,optfvgrq,optlifeq,optrfrq,optvolq,piq,pllq,pnc12,pncd12,pncdq,pnceps12,pncepsq,pnciapq,pnciaq,pncidpq,pncidq,pnciepspq,pnciepsq,pncippq,pncipq,pncpd12,pncpdq,pncpeps12,pncpepsq,pncpq,pncq,pncwiapq,pncwiaq,pncwidpq,pncwidq,pncwiepq,pncwiepsq,pncwippq,pncwipq,pnrshoq,ppegtq,ppentq,prcaq,prcd12,prcdq,prce12,prceps12,prcepsq,prcpd12,prcpdq,prcpeps12,prcpepsq,prcpq,prcraq,prshoq,pstknq,pstkq,pstkrq,rcaq,rcdq,rcepsq,rcpq,rdipaq,rdipdq,rdipepsq,rdipq,recdq,rectaq,rectoq,rectq,rectrq,recubq,req,retq,reunaq,revtq,rllq,rra12,rraq,rrd12,rrdq,rreps12,rrepsq,rrpq,rstcheltq,rstcheq,saleq,seqoq,seqq,seta12,setaq,setd12,setdq,seteps12,setepsq,setpq,spce12,spced12,spcedpq,spcedq,spceeps12,spceepsp12,spceepspq,spceepsq,spcep12,spcepd12,spcepq,spceq,spidq,spiepsq,spioaq,spiopq,spiq,sretq,stkcoq,stkcpaq,teqq,tfvaq,tfvceq,tfvlq,tieq,tiiq,tstknq,tstkq,txdbaq,txdbcaq,txdbclq,txdbq,txdiq,txditcq,txpq,txtq,txwq,uacoq,uaoq,uaptq,ucapsq,ucconsq,uceqq,uddq,udmbq,udoltq,udpcoq,udvpq,ugiq,uinvq,ulcoq,uniamiq,unopincq,uopiq,updvpq,upmcstkq,upmpfq,upmpfsq,upmsubpq,upstkcq,upstkq,urectq,uspiq,usubdvpq,usubpcvq,utemq,wcapq,wdaq,wddq,wdepsq,wdpq,xaccq,xidoq,xintq,xiq,xoprq,xopt12,xoptd12,xoptd12p,xoptdq,xoptdqp,xopteps12,xoptepsp12,xoptepsq,xoptepsqp,xoptq,xoptqp,xrdq,xsgaq,acchgy,afudccy,afudciy,amcy,aolochy,apalchy,aqay,aqcy,aqdy,aqepsy,aqpy,arcedy,arceepsy,arcey,capxy,cdvcy,chechy,cibegniy,cicurry,cidergly,cimiiy,ciothery,cipeny,cisecgly,citotaly,ciy,cogsy,cshfdy,cshpry,cstkey,depcy,derhedgly,dilady,dilavy,dlcchy,dltisy,dltry,doy,dpcy,dprety,dpy,dteay,dtedy,dteepsy,dtepy,dvpy,dvy,epsfiy,epsfxy,epspiy,epspxy,esubcy,esuby,exrey,fcay,ffoy,fiaoy,fincfy,finrevy,finxinty,finxopry,fopoxy,fopoy,fopty,fsrcoy,fsrcty,fuseoy,fusety,gdwlamy,gdwliay,gdwlidy,gdwliepsy,gdwlipy,glay,glceay,glcedy,glceepsy,glcepy,gldy,glepsy,glivy,glpy,hedgegly,ibadjy,ibcomy,ibcy,ibmiiy,iby,intpny,invchy,itccy,ivacoy,ivchy,ivncfy,ivstchy,miiy,ncoy,niity,nimy,niy,nopiy,nrtxtdy,nrtxtepsy,nrtxty,oancfy,oepsxy,oiadpy,oibdpy,opepsy,optdry,optfvgry,optlifey,optrfry,optvoly,pdvcy,piy,plly,pncdy,pncepsy,pnciapy,pnciay,pncidpy,pncidy,pnciepspy,pnciepsy,pncippy,pncipy,pncpdy,pncpepsy,pncpy,pncwiapy,pncwiay,pncwidpy,pncwidy,pncwiepsy,pncwiepy,pncwippy,pncwipy,pncy,prcay,prcdy,prcepsy,prcpdy,prcpepsy,prcpy,prstkccy,prstkcy,prstkpcy,rcay,rcdy,rcepsy,rcpy,rdipay,rdipdy,rdipepsy,rdipy,recchy,revty,rray,rrdy,rrepsy,rrpy,saley,scstkcy,setay,setdy,setepsy,setpy,sivy,spcedpy,spcedy,spceepspy,spceepsy,spcepy,spcey,spidy,spiepsy,spioay,spiopy,spiy,sppey,sppivy,spstkcy,srety,sstky,stkcoy,stkcpay,tdcy,tfvcey,tiey,tiiy,tsafcy,txachy,txbcofy,txbcoy,txdcy,txdiy,txpdy,txty,txwy,uaolochy,udfccy,udvpy,ufretsdy,ugiy,uniamiy,unopincy,unwccy,uoisy,updvpy,uptacy,uspiy,ustdncy,usubdvpy,utfdocy,utfoscy,utmey,uwkcapcy,wcapchy,wcapcy,wday,wddy,wdepsy,wdpy,xidocy,xidoy,xinty,xiy,xopry,xoptdqpy,xoptdy,xoptepsqpy,xoptepsy,xoptqpy,xopty,xrdy,xsgay,exchg,cik,costat,fic,cshtrq,dvpspq,dvpsxq,mkvaltq,prccq,prchq,prclq,adjex,add1,add2,add3,add4,addzip,busdesc,city,conml,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
277812,20090331,2009,1,12,INDL,C,D,STD,GRFS,398438408,GRIFOLS SA,,DI,0.5000,1.1550,1.1550,,,USD,,,,2009Q1,2009Q1,Y,,SA,,88,,3,,20110607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,418.9040,,,,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0001438569,A,ESP,,0.0000,0.0000,,7.2030,9.2870,6.6780,1.1550,"Avinguda de la Generalitat, 152-158, Parc de Negocis Can San",,,,08174,"Grifols, S.A., a specialty pharmaceutical company, develops, manufactures, and distributes biological medicines on plasma derived proteins in the United States, Canada, Spain, rest of the European Union, and internationally.",Barcelona,Grifols S.A.,,,,,12,3520,352010,35,35201010,B,,ESP,325414,34 93 571 05 00,,01W,91,2836,,,,,0,www.grifols.com,,20060517
277812,20090630,2009,2,12,INDL,C,D,STD,GRFS,398438408,GRIFOLS SA,,DI,0.5000,1.1550,1.1550,,,USD,,,,2009Q2,2009Q2,Y,,SA,,88,,3,,20110607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,418.9040,,,,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0001438569,A,ESP,,0.1651,0.1651,,8.4940,9.4080,7.3220,1.1550,"Avinguda de la Generalitat, 152-158, Parc de Negocis Can San",,,,08174,"Grifols, S.A., a specialty pharmaceutical company, develops, manufactures, and distributes biological medicines on plasma derived proteins in the United States, Canada, Spain, rest of the European Union, and internationally.",Barcelona,Grifols S.A.,,,,,12,3520,352010,35,35201010,B,,ESP,325414,34 93 571 05 00,,01W,91,2836,,,,,0,www.grifols.com,,20060517
277812,20090930,2009,3,12,INDL,C,D,STD,GRFS,398438408,GRIFOLS SA,,DI,0.5000,1.1550,1.1550,,,USD,,,,2009Q3,2009Q3,Y,,SA,,88,,3,,20110607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,418.9040,,,,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0001438569,A,ESP,,0.0000,0.0000,,9.5120,9.7470,8.4720,1.1550,"Avinguda de la Generalitat, 152-158, Parc de Negocis Can San",,,,08174,"Grifols, S.A., a specialty pharmaceutical company, develops, manufactures, and distributes biological medicines on plasma derived proteins in the United States, Canada, Spain, rest of the European Union, and internationally.",Barcelona,Grifols S.A.,,,,,12,3520,352010,35,35201010,B,,ESP,325414,34 93 571 05 00,,01W,91,2836,,,,,0,www.grifols.com,,20060517
277812,20091231,2009,4,12,INDL,C,D,STD,GRFS,398438408,GRIFOLS SA,,DI,0.5000,1.1550,1.1550,,,USD,EUR,1.4332,,2009Q4,2009Q4,Y,,SA,7,88,,3,20091231,20110607,,,0.0000,-132.1430,13.7860,1439.7610,53.2090,935.3050,,-2.7920,0.0000,0.0000,0.0000,,402.5780,198.8120,,,,,,,,,2375.0660,,,,,,17.4380,174.5670,,811.7230,365.9180,357.4000,211.4970,-5.9400,-2.7920,1.7900,0.0000,0.0000,202.9910,0.2260,201.2010,395.4230,418.9040,418.9040,418.9040,426.1300,,426.0230,418.9040,0.3600,0.0000,152.6820,0.0000,,,,,,,0.0000,212.0730,167.8260,1025.7960,0.0000,,266.1540,56.6670,,0.0000,0.0000,,,,,,0.0000,0.5200,0.5200,0.5200,0.5200,0.5200,0.5200,0.5200,0.5200,0.0000,0.0000,0.0000,0.0000,,-2.4840,,,,,,,,,,,,,,,,,,,,,,,,249.3770,,,,,,,,-1.9950,,,,,,,212.0730,212.0730,211.4970,212.0730,1854.9420,,99.4430,348.8200,239.1480,0.0000,245.0590,694.3310,210.1240,,,0.5490,8.5180,57.2810,428.5880,1117.3320,,,5.0780,5.0780,,2375.0660,1563.3430,1545.9200,,17.4230,0.0000,17.4230,-0.5760,0.0000,,,,212.0730,-10.5760,,,,,,,0.5000,0.5000,0.5000,322.5540,379.2210,0.5000,,,,,,292.3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,798.8810,532.7270,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,,-129.3510,67.8510,365.7260,297.8750,,485.4440,,166.2680,1308.7780,,,,,,,,,,,1308.7780,451.3190,811.7230,,,,,,,,,,,,,,,,,,,,,,,,-0.0210,,,,829.1460,,,,,,0.1070,0.9700,,,,,12.6580,86.4580,4.6690,80.8670,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.1730,,,,-0.0210,,0.0000,19.5930,0.0000,929.5570,,,,,,,,,,,,50.4490,534.1340,0.0000,,,,30.8510,,,0.0000,,,,,,,148.2140,,348.2730,211.4970,-5.9400,-2.7920,1.7900,0.0000,0.0000,0.2260,201.2010,202.9910,395.4230,418.9040,418.9040,0.0000,,,0.0000,212.0730,,752.5420,258.9290,0.0000,56.6890,,56.6670,,,,,0.0000,,0.5200,0.5200,0.5200,0.5200,-0.0730,,-0.1710,-2.4840,,-114.9030,416.9120,,,,5.8570,5.8570,,,,,,,,,,,,,,,-1.9950,,,,,,212.0730,212.0730,211.4970,211.4970,212.0730,,-162.1000,,-25.5480,22.0510,-194.8480,0.0000,-0.5760,,,,212.0730,-10.5760,,,,126.3800,0.5000,322.5540,379.2210,0.5000,,,,,,,292.3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0970,,,,,,,,,0.0000,-17.9850,1308.7780,,,,,1308.7780,,,,,,0.0000,,,,,,,,,,,-0.0210,0.9650,1.6440,,,74.2990,,,,,,,,,0.0000,0.0000,,12.6580,,80.8670,0.0000,,,,,,,,,,,,,,,,,,,,,,,,-0.0210,0.0000,0.0000,19.5930,0.0000,929.5570,,,,,,,50.4490,534.1340,14,0001438569,A,ESP,,0.1094,0.1094,,8.7550,9.3790,8.1190,1.1550,"Avinguda de la Generalitat, 152-158, Parc de Negocis Can San",,,,08174,"Grifols, S.A., a specialty pharmaceutical company, develops, manufactures, and distributes biological medicines on plasma derived proteins in the United States, Canada, Spain, rest of the European Union, and internationally.",Barcelona,Grifols S.A.,,,,,12,3520,352010,35,35201010,B,,ESP,325414,34 93 571 05 00,,01W,91,2836,,,,,0,www.grifols.com,,20060517
277812,20100331,2010,1,12,INDL,C,D,STD,GRFS,398438408,GRIFOLS SA,,DI,0.5000,1.1550,1.1550,,,USD,,,,2010Q1,2010Q1,Y,,SA,,88,,3,,20110607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,418.9040,,,,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0001438569,A,ESP,,0.0000,0.0000,,7.4830,8.9810,6.9280,1.1550,"Avinguda de la Generalitat, 152-158, Parc de Negocis Can San",,,,08174,"Grifols, S.A., a specialty pharmaceutical company, develops, manufactures, and distributes biological medicines on plasma derived proteins in the United States, Canada, Spain, rest of the European Union, and internationally.",Barcelona,Grifols S.A.,,,,,12,3520,352010,35,35201010,B,,ESP,325414,34 93 571 05 00,,01W,91,2836,,,,,0,www.grifols.com,,20060517
277812,20100630,2010,2,12,INDL,C,D,STD,GRFS,398438408,GRIFOLS SA,,DI,0.5000,1.1550,1.1550,,,USD,EUR,1.2291,,2010Q2,2010Q2,Y,,SA,,88,,3,,20110607,,,0.0000,,,,,,,,,,,,,,,,,,-2.4820,,,,,,,,,,,,,,,,80.9120,92.0270,0.1220,1.0670,0.0000,0.0000,173.0610,0.0000,171.9940,418.0130,418.9040,418.9040,418.9040,,,,418.9040,,0.0000,,,,,,,,,0.0000,81.6220,,,0.0000,,,26.3450,,,,,,,,,0.0000,,,0.1900,0.1900,,0.1900,0.1900,,,,,,,2.4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6220,81.6220,80.9120,81.6220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7100,,,,,81.6220,-12.4400,,,,,,,,,0.2000,155.2080,181.5530,0.2000,,,,,,109.2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,599.5660,,,,,,,,,,,599.5660,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4820,,,,,,,,,,,,,,,,,,,28.2960,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,31.0780,0.0000,418.0130,,,,,,,,,,,,,,0.0000,,,,,,,,,,-2.4820,,,,,,,80.9120,92.0270,0.1220,1.0670,0.0000,0.0000,0.0000,171.9940,173.0610,418.0130,418.9040,418.9040,0.0000,,,0.0000,81.6220,,,,0.0000,,,26.3450,,,,,0.0000,,0.1900,0.1900,0.1900,0.1900,,,,2.4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6220,81.6220,,80.9120,81.6220,,,,,,,,-0.7100,,,,81.6220,-12.4400,,,,,0.2000,155.2080,181.5530,0.2000,,,,,,,109.2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,599.5660,,,,,599.5660,,,,,,,,,,,,,,,,,-2.4820,,,,,,,,,,,,,,,,,,,28.2960,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,31.0780,0.0000,418.0130,,,,,,,,,14,0001438569,A,ESP,,0.0000,0.0790,,5.1670,7.8080,5.0580,1.1550,"Avinguda de la Generalitat, 152-158, Parc de Negocis Can San",,,,08174,"Grifols, S.A., a specialty pharmaceutical company, develops, manufactures, and distributes biological medicines on plasma derived proteins in the United States, Canada, Spain, rest of the European Union, and internationally.",Barcelona,Grifols S.A.,,,,,12,3520,352010,35,35201010,B,,ESP,325414,34 93 571 05 00,,01W,91,2836,,,,,0,www.grifols.com,,20060517
277812,20100930,2010,3,12,INDL,C,D,STD,GRFS,398438408,GRIFOLS SA,,DI,0.5000,1.1550,1.1550,,,USD,,,,2010Q3,2010Q3,Y,,SA,,88,,3,,20110607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,418.9040,,,,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9040,418.9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0001438569,A,ESP,,0.0790,0.0000,,7.1810,7.3990,5.1890,1.1550,"Avinguda de la Generalitat, 152-158, Parc de Negocis Can San",,,,08174,"Grifols, S.A., a specialty pharmaceutical company, develops, manufactures, and distributes biological medicines on plasma derived proteins in the United States, Canada, Spain, rest of the European Union, and internationally.",Barcelona,Grifols S.A.,,,,,12,3520,352010,35,35201010,B,,ESP,325414,34 93 571 05 00,,01W,91,2836,,,,,0,www.grifols.com,,20060517
277812,20101231,2010,4,12,INDL,C,D,STD,GRFS,398438408,GRIFOLS SA,,DI,0.5000,1.1550,1.1550,,,USD,EUR,1.3269,,2010Q4,2010Q4,Y,,SA,7,5,,3,20101231,20110607,,20110407,0.0000,-69.6410,107.7270,1518.0820,56.2920,988.4080,0.0000,-2.3230,0.0000,0.0000,0.0000,0.0000,412.3590,229.0310,,,,0.0000,-20.0740,,,,2506.4900,0.0000,,,,,17.4570,161.6200,,919.5950,334.4260,317.9900,72.0360,-35.9980,0.1390,2.1960,0.0000,0.0000,36.1770,0.0000,33.9810,537.1220,418.9040,418.9040,418.9040,426.1300,,425.8130,418.9040,0.3300,0.0000,141.3570,0.0000,,,,,,,0.0000,71.6520,259.4850,896.7970,0.0000,,293.9280,34.3950,,0.0000,0.0000,,,,,,0.0000,0.3600,0.3600,0.1700,0.1700,0.3600,0.1700,0.1700,0.3600,0.0000,0.0000,0.0000,0.0000,,-0.2770,,,,,,,,,,,,,,,,,,,,,,,,251.3790,,,,,,,,0.1210,,,,,,,71.6520,71.6520,72.0360,71.6520,1835.4330,,103.8950,355.2740,217.0380,0.0000,212.7370,700.4240,270.6490,,,0.7930,16.4360,67.3940,561.4460,1006.4080,0.0000,658.1420,4.5990,4.5990,0.0000,2506.4900,1586.8950,1567.8540,0.0000,19.0410,0.0000,19.0410,0.3840,0.0000,,,,71.6520,12.3900,,,,,,,0.4000,0.4000,0.2000,143.5170,177.9120,0.2000,,,,,,100.1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,869.9770,576.0490,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,,-67.3180,77.8080,375.5050,297.6970,,619.1750,,153.2740,715.0340,,,,,,,,,,,715.0340,535.5420,919.5950,,,,,,,,,,,,,,,,,,,,,,,,-20.9350,,,,938.6360,0.0000,,658.1420,,,0.3170,2.5570,,,,,20.6290,105.0120,5.5360,28.1200,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.6360,,,,-0.8610,,0.0000,34.8160,0.0000,537.1220,,,,,,,,,,,,48.5650,,0.0000,,,,-48.9830,,,0.0000,,,-22.5560,,,,115.1750,,-12.9010,152.9480,56.0290,0.2610,3.2630,0.0000,0.0000,0.0000,205.9750,209.2380,955.1350,418.9040,418.9040,0.0000,,,0.0000,153.2740,,156.8900,158.3040,0.0000,60.7400,,60.7400,,,,,0.0000,,0.3600,0.3600,0.3600,0.3600,1.1660,,25.6840,2.1440,,-35.7720,-38.8450,,,,28.3600,28.3600,,,,,,,,,,,,,,,0.1210,,,,,,153.2740,153.2740,152.9480,152.9480,153.2740,,-24.2900,,-26.9550,1.9560,-138.0720,0.0000,-0.3260,,,,153.2740,-0.0500,,,,138.3320,0.4000,298.7250,359.4650,0.4000,,,,,,,209.3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6590,,,,,,,,,0.0000,-31.2430,1314.6000,,,,,1314.6000,,,,,,0.8240,,,,,,,,,,,-23.4170,5.1900,-0.3660,,,0.0000,,,,,,,,,0.0000,0.0000,,20.6290,,56.4160,0.0000,,,,,,,,,,,,,,,,,,,,,,,,-0.8610,0.0000,0.0000,65.8940,0.0000,955.1350,,,,,,,48.5650,,14,0001438569,A,ESP,,0.0000,0.0000,,6.8420,8.1350,5.7910,1.1550,"Avinguda de la Generalitat, 152-158, Parc de Negocis Can San",,,,08174,"Grifols, S.A., a specialty pharmaceutical company, develops, manufactures, and distributes biological medicines on plasma derived proteins in the United States, Canada, Spain, rest of the European Union, and internationally.",Barcelona,Grifols S.A.,,,,,12,3520,352010,35,35201010,B,,ESP,325414,34 93 571 05 00,,01W,91,2836,,,,,0,www.grifols.com,,20060517
